  8.83,     4, 19.68,   283,    70,  8.17,  8.17,28.869257,0.8016997,    88.25
  7.77,     3, 17.13,   243,    40,  6.72,  6.72,27.654320,0.8586572,94.333333
 18.45,     6,  19.9,   485,    85, 16.54, 17.61,34.103092,0.8508771,      114
 13.52,     7, 20.64,   413,   123, 11.53, 11.98,27.917675,0.7705223,    107.2
  7.52,     3, 17.73,   215,    19,   7.2,   7.2,33.488372,0.9188034,       78
  3.23,     2, 18.15,   197,    41,  2.98,  2.98,15.126903,0.8277310,      119
  6.79,     4, 17.05,   214,    39,  6.29,  6.29,29.392523,0.8458498,    63.25
  1.72,     1,  18.2,    60,    15,  1.56,  1.56,       26,      0.8,       75
  9.94,     6, 17.68,   478,   115,  9.76,  9.76,20.418410,0.8060708,    118.6
  1.77,     1,    19,   101,    11,  1.55,  1.55,15.346534,0.9017857,      112
  5.14,     3, 15.37,   155,    19,  4.67,  4.67,30.129032,0.8908045,       58
  9.27,     4, 17.45,   281,    20,  8.77,  8.77,31.209964,0.9335548,    75.25
 11.77,     5, 17.92,   144,    19,  3.71,  3.71,25.763888,0.8834355,     32.6
  6.06,     5, 13.72,   210,    21,  5.66,  5.66,26.952380,0.9090909,     46.2
 10.54,     5, 18.62,   322,    83,  9.63,  9.63,29.906832,0.7950617,       81
  8.92,     3, 20.73,   271,    30,   8.3,   8.3,30.627306,0.9003322,100.33333
 11.44,     7,  17.9,   376,    87,  9.59, 10.46,25.505319,0.8120950,     92.6
 15.08,     3, 19.47,   311,   101,  8.64,  8.64,27.781350,0.7548543,137.33333
  9.16,     5, 19.94,   349,   112,  8.13,  8.13,23.295128,0.7570498,     92.2
  4.01,     3, 15.97,   125,    40,  3.59,  3.59,    28.72,0.7575757,       55
  6.59,     6, 18.16,   206,   183,  5.31,  5.31,25.776699,0.5295629,     77.8
  2.39,     2, 14.75,    79,     7,  2.26,  2.26,28.607594,0.9186046,       43
  2.38,     3, 17.43,    72,   120,   1.8,   1.8,       25,    0.375,       64
  7.66,     5, 17.04,   287,   100,  6.75,  6.75,23.519163,0.7416020,     77.4
 13.38,     8, 16.34,   275,    33,  8.02, 10.37,29.163636,0.8928571,     61.6
   7.7,     3, 18.23,   246,    48,  2.16,  2.16,8.7804878,0.8367346,       98
 10.94,     4,  19.1,   349,    31, 10.46, 10.46,29.971346,0.9184210,       95
  7.11,     4, 16.28,   241,    40,  6.75,  6.75,28.008298,0.8576512,    70.25
  9.64,     4,  18.6,   278,    63,  8.93,  8.93,32.122302,0.8152492,    85.25
  8.61,     6, 16.38,   341,    34,  7.21,  7.41,21.143695,0.9093333,       75
 12.83,     7, 17.06,   437,    61,  11.9, 12.83,27.231121,0.8775100,     99.6
  3.03,     3, 16.17,   107,   110,  2.39,  2.39,22.336448,0.4930875,72.333333
  9.95,     8,  19.8,   310,   148,  8.42,  9.53,27.161290,0.6768558,     91.6
  9.98,     7, 18.42,   551,    30,  9.23,  9.23,16.751361,0.9483648,    116.2
  9.69,     7, 16.64,   223,   103,  6.96,  7.18,31.210762,0.6840490,     65.2
  2.45,     2,  16.7,    64,    67,  2.14,  2.14,  33.4375,0.4885496,     65.5
  4.29,     3,  17.3,   102,    84,  3.63,  3.63,35.588235,0.5483870,       62
  8.22,     4,  16.6,   242,    43,  7.63,  7.63,31.528925,0.8491228,    71.25
  6.97,     4, 16.35,   231,    46,  6.45,  6.45,27.922077,0.8339350,    69.25
 10.89,     6, 17.66,   300,    92,  8.27,  9.56,27.566666,0.7653061,     78.4
  6.02,     3,  18.4,   191,    71,  5.28,  5.28,27.643979,0.7290076,87.333333
   8.2,     3,  17.3,   252,    87,  7.44,  7.44,29.523809,0.7433628,      113
  4.13,     2, 17.35,   133,    21,  3.74,  3.74,28.120300,0.8636363,       77
 12.75,     5, 17.16,   393,    27, 12.19, 12.19,31.017811,0.9357142,       84
  6.56,     3, 17.87,   216,    48,  6.03,  6.03,27.916666,0.8181818,       88
  4.94,     3, 18.43,   145,   101,  4.31,  4.31,29.724137,0.5894308,       82
  5.36,     3, 15.13,   171,    25,     5,     5,29.239766,0.8724489,65.333333
  9.39,     4,  17.1,   313,    63,  8.66,  8.66,27.667731,0.8324468,       94
   7.7,     5,  15.2,   293,    63,  7.07,  7.07,24.129692,0.8230337,     71.2
 11.84,     6, 18.12,   288,    74,  9.93, 10.88,34.479166,0.7955801,     72.4
   7.2,     3, 18.63,   259,    13,  6.91,  6.91,26.679536,0.9522058,90.666666
  3.82,     2, 16.85,   111,    29,  3.42,  3.42,30.810810,0.7928571,       70
  4.25,     4,  18.4,   162,   147,  3.29,  3.29,20.308641,0.5242718,    77.25
  10.8,     4,  19.9,   331,    98,  9.98,  9.98,30.151057,0.7715617,   107.25
 16.19,     6, 22.17,   714,    55, 15.78, 15.78,22.100840,0.9284785,    153.8
  7.75,     3, 19.23,   201,   111,  6.21,  6.21,30.895522,0.6442307,      104
  6.72,     3, 18.67,   207,    62,  6.08,  6.08,29.371980,0.7695167,89.666666
  8.79,     4, 16.45,   273,    39,   8.3,   8.3,30.402930,    0.875,       78
  1.51,     2,  13.4,    42,    45,  1.12,  1.12,26.666666,0.4827586,     43.5
  3.74,     2, 18.25,    96,   105,  3.21,  3.21,  33.4375,0.4776119,    100.5
  2.45,     2, 14.05,    62,    32,  2.11,  2.11,34.032258,0.6595744,       47
  6.75,     5, 16.34,   242,    47,  6.04,  6.04,24.958677,0.8373702,     57.8
  9.05,     4, 18.12,   309,    48,  8.48,  8.48,27.443365,0.8655462,    89.25
  3.71,     3, 17.17,   100,    38,  2.38,  2.38,     23.8,0.7246376,       46
 16.41,     5, 20.08,   538,    62, 15.37, 15.37,28.568773,0.8966666,      120
  9.88,     4, 17.65,   389,    72,  9.19,  9.19,23.624678,0.8438177,   115.25
  3.83,     3, 14.03,    99,    48,  3.48,  3.48,35.151515,0.6734693,       49
 12.74,     6, 17.08,   356,    93, 10.85, 11.71,30.477528,0.7928730,     89.8
  3.95,     4, 16.22,    92,   121,  2.84,  2.84,30.869565,0.4319248,    53.25
  7.63,     3, 17.73,   208,    39,  7.15,  7.15,   34.375,0.8421052,82.333333
  9.28,     5, 17.16,   277,    54,  8.56,  8.56,30.902527,0.8368580,     66.2
  4.52,     2,  16.8,   135,    19,  4.33,  4.33,32.074074,0.8766233,       77
  3.49,     2,  16.1,   110,    52,   3.1,   3.1,28.181818,0.6790123,       81
  3.48,     2,  18.9,   121,    68,   2.9,   2.9,23.966942,0.6402116,     94.5
 13.66,     5, 18.68,   432,    77, 12.73, 12.73,29.467592,0.8487229,    101.8
 12.51,     6, 19.84,   393,    49, 11.26, 11.94,28.651399,0.8891402,     88.4
  4.88,     2,  18.2,   138,     9,  3.94,  3.94,28.550724,0.9387755,     73.5
   5.5,     4,  19.1,   193,    97,     5,     5,25.906735,0.6655172,     72.5
  4.82,     2,  17.4,   127,    24,  4.47,  4.47,35.196850,0.8410596,     75.5
  6.68,     3,  18.2,   276,    45,  6.29,  6.29,22.789855,0.8598130,      107
  5.45,     3, 16.83,   205,    71,  5.01,  5.01,24.439024,0.7427536,       92
  5.98,     3, 16.13,   181,    18,  5.71,  5.71,31.546961,0.9095477,66.333333
  9.26,     5, 17.94,   306,    17,  8.85,  8.85,28.921568,0.9473684,     64.6
  3.59,     2,  16.6,   116,    27,  3.27,  3.27,28.189655,0.8111888,     71.5
 11.19,     4, 18.22,   335,    21, 10.73, 10.73,32.029850,0.9410112,       89
  9.18,     4, 17.85,   282,    39,  8.63,  8.63,30.602836,0.8785046,    80.25
  14.2,     7, 17.96,   368,    20,  9.98, 10.96,27.119565,0.9484536,     77.6
  2.97,     2, 15.45,   100,    15,  2.76,  2.76,     27.6,0.8695652,     57.5
  7.28,     3, 16.73,   217,    25,  6.78,  6.78,31.244239,0.8966942,80.666666
  3.14,     5, 14.32,   100,   179,  2.17,  2.17,     21.7,0.3584229,     55.8
 12.01,     7, 17.28,   326,    39, 11.44, 11.44,35.092024,0.8931506,       73
  3.43,     3, 17.07,   143,    48,  2.98,  2.98,20.839160,0.7486910,63.666666
  3.44,     2, 18.58,    96,    38,  2.71,  2.71,28.229166,0.7164179,       67
  2.42,     2, 14.65,    68,    50,  1.97,  1.97,28.970588,0.5762711,       59
  4.09,     2,  18.1,   136,    40,  3.64,  3.64,26.764705,0.7727272,       88
  4.87,     3,  15.4,   181,    36,   4.5,   4.5,24.861878,0.8341013,72.333333
  3.07,     2, 15.75,   104,    23,  2.76,  2.76,26.538461,0.8188976,     63.5
  9.04,     5, 16.28,   260,    99,  8.14,  8.14,31.307692,0.7242339,     71.8
  2.41,     3, 14.63,    52,    51,  1.89,  1.89,36.346153,0.5048543,34.333333
   5.4,     2, 19.55,   142,    79,  4.76,  4.76,33.521126,0.6425339,    110.5
  2.12,     1,  17.7,    76,    19,  1.91,  1.91,25.131578,      0.8,       95
  1.98,     1,  17.3,    66,     2,  1.87,  1.87,28.333333,0.9705882,       68
  0.76,     2,  12.8,    16,    93,  0.27,  0.27,   16.875,0.1467889,     54.5
  3.44,     4,  14.1,    87,   146,  2.84,  2.84,32.643678,0.3733905,    58.25
  9.36,     4, 18.42,   281,   111,  8.16,  8.16,29.039145,0.7168367,       98
  8.82,     4, 16.85,   229,    62,  8.21,  8.21,35.851528,0.7869415,    72.75
  7.47,     4, 14.75,   218,   161,  6.27,  6.27,28.761467,0.5751978,    94.75
  8.71,     5,  15.9,   304,    25,  8.09,  8.09,26.611842,0.9240121,     65.8
  6.18,     2, 19.45,   201,    30,  5.79,  5.79,28.805970,0.8701298,    115.5
  5.23,     3,  17.5,   133,   121,   4.1,   4.1,30.827067,0.5236220,84.666666
  4.11,     2, 16.85,   135,    54,  3.61,  3.61,26.740740,0.7142857,     94.5
  5.91,     3, 18.09,   161,    49,  5.23,  5.23,32.484472,0.7666666,       70
  8.51,     4, 18.15,   277,   103,  7.78,  7.78,28.086642,0.7289473,       95
  4.44,     3,  16.5,   119,    59,  3.37,  3.37,28.319327,0.6685393,59.333333
  4.07,     3,  15.8,   102,   116,  3.31,  3.31,32.450980,0.4678899,72.666666
   7.7,     4, 14.68,   271,    41,  7.26,  7.26,26.789667,0.8685897,       78
  2.64,     3,  14.9,   109,   101,  2.02,  2.02,18.532110,0.5190476,       70
  9.45,     5,  18.1,   317,   192,  8.18,  8.18,25.804416,0.6227897,    101.8
  6.89,     3,  18.1,   316,    18,  6.51,  6.51,20.601265,0.9461077,111.33333
  5.72,     3, 17.66,   192,    21,  5.24,  5.24,27.291666,0.9014084,       71
  9.31,     4, 21.68,   295,   162,  7.41,  7.41,25.118644,0.6455142,   114.25
  1.59,     1,  15.6,    60,    18,   1.5,   1.5,       25,0.7692307,       78
  6.29,     4, 16.98,   183,    61,   5.7,   5.7,31.147540,     0.75,       61
  8.59,     5, 16.74,   302,    44,  7.23,  7.23,23.940397,0.8728323,     69.2
  5.79,     2,  17.4,   198,    14,  5.28,  5.28,26.666666,0.9339622,      106
   2.8,     2,  15.6,    81,    18,  2.57,  2.57,31.728395,0.8181818,     49.5
  4.17,     2,  15.9,   132,    12,   3.9,   3.9,29.545454,0.9166666,       72
  7.24,     3, 20.17,   240,    66,  6.73,  6.73,28.041666,0.7843137,      102
  3.76,     3, 14.57,   109,    68,  3.14,  3.14,28.807339,0.6158192,       59
  7.32,     4, 18.87,   259,   200,  6.22,  6.22,24.015444,0.5642701,   114.75
   3.5,     2,  15.9,    97,    25,  3.26,  3.26,33.608247,0.7950819,       61
 14.42,     5,  20.3,   394,    80, 13.11, 13.11,33.274111,0.8312236,     94.8
   4.9,     8,  17.6,   184,   101,  3.44,  4.21,18.695652,0.6456140,       57
  5.93,     4, 15.95,   200,    44,  5.43,  5.43,    27.15,0.8196721,       61
  4.26,     3,  14.2,   128,     4,  4.05,  4.05,31.640625,0.9696969,       44
  3.55,     3, 12.57,   100,    41,  3.15,  3.15,     31.5,0.7092198,       47
  6.01,     3,  16.6,   205,    18,  5.73,  5.73,27.951219,0.9192825,74.333333
  9.03,     4, 19.07,   298,    89,  8.24,  8.24,27.651006,0.7700258,    96.75
  9.75,     4, 18.82,   324,   103,  8.78,  8.78,27.098765,0.7587822,   106.75
  4.49,     2,    17,   145,    29,  4.17,  4.17,28.758620,0.8333333,       87
  9.19,     4, 19.18,   277,   176,  7.79,  7.79,28.122743,0.6114790,   113.25
  8.41,     4, 19.25,   249,    67,  7.68,  7.68,30.843373,0.7879746,       79
  2.57,     2,  19.2,   173,    27,  2.26,  2.26,13.063583,    0.865,      100
  9.78,     4, 16.93,   237,    66,  7.02,  7.02,29.620253,0.7821782,    75.75
 10.13,     4, 18.98,   270,   116,  8.92,  8.92,33.037037,0.6994818,     96.5
   8.1,     3, 18.87,   271,    72,  6.89,  6.89,25.424354,0.7900874,114.33333
  6.53,     3, 16.07,   198,    30,   5.9,   5.9,29.797979,0.8684210,       76
 14.13,     5,    18,   468,   120, 12.11, 12.11,25.876068,0.7959183,    117.6
  5.98,     3,    19,   227,    52,   5.5,   5.5,24.229074,0.8136200,       93
  6.93,     5, 14.76,   208,    94,  6.05,  6.05,29.086538,0.6887417,     60.4
  5.73,     2, 18.85,   185,    24,  5.32,  5.32,28.756756,0.8851674,    104.5
  11.6,     4,  19.5,   371,    71, 10.78, 10.78,29.056603,0.8393665,    110.5
   3.6,     2, 15.25,   113,    13,  3.38,  3.38,29.911504,0.8968253,       63
  1.69,     2,    13,    48,    42,  1.34,  1.34,27.916666,0.5333333,       45
  7.43,     3, 16.43,   235,    70,  6.75,  6.75,28.723404,0.7704918,101.66666
  5.16,     4, 14.75,   139,    88,  4.38,  4.38,31.510791,0.6123348,    56.75
   4.5,     3, 16.63,   130,   105,  3.85,  3.85,29.615384,0.5531914,78.333333
  3.34,     2,  16.4,    96,    39,  2.92,  2.92,30.416666,0.7111111,     67.5
 10.21,     7, 18.12,   277,    56,  9.72,  9.72,35.090252,0.8318318,     66.6
  7.22,     6,  16.1,   280,    75,  6.84,  6.84,24.428571,0.7887323,       71
 16.23,     6, 18.92,   483,    75,  13.1, 13.68,27.122153,0.8655913,    111.6
   5.4,     3, 16.87,   149,    78,  4.67,  4.67,31.342281,0.6563876,75.666666
 10.57,     6, 17.92,   319,    67,  9.77, 10.53,30.626959,0.8264248,     77.2
  7.58,     5, 15.74,   274,    48,  7.04,  7.04,25.693430,0.8509316,     64.4
  7.06,     3,  19.6,   225,    51,  6.53,  6.53,29.022222,0.8152173,       92
  4.98,     3, 17.83,   152,    70,  4.03,  4.03,26.513157,0.6846846,       74
  3.81,     2,  16.6,   135,    34,  3.32,  3.32,24.592592,0.7988165,     84.5
  7.49,     3, 20.03,   247,    59,  6.58,  6.58,26.639676,0.8071895,      102
  4.83,     3,    18,   170,    76,   3.8,   3.8,22.352941,0.6910569,       82
  7.28,     5,  16.2,   264,    79,  6.16,  6.16,23.333333,0.7696793,     68.6
  5.61,     3, 17.53,   174,    83,  4.48,  4.48,25.747126,0.6770428,85.666666
  7.78,     3, 18.73,   214,    50,  7.04,  7.04,32.897196,0.8106060,       88
  1.94,     1,  15.8,    51,    11,  1.74,  1.74,34.117647,0.8225806,       62
  5.57,     5, 14.18,   152,    68,  4.87,  4.87,32.039473,0.6909090,       44
  4.36,     3,    14,    74,    20,  2.03,  2.03,27.432432,0.7872340,31.333333
  6.03,     4,  15.7,   204,    60,  5.35,  5.35,26.225490,0.7727272,       66
  4.66,     3, 14.43,   158,    32,  4.28,  4.28,27.088607,0.8315789,63.333333
  6.85,     4,  15.7,   197,    60,  6.08,  6.08,30.862944,0.7665369,    64.25
  7.47,     3, 17.93,   196,    71,  6.72,  6.72,34.285714,0.7340823,       89
  7.14,     4,  15.1,    92,    46,   2.4,   2.4,26.086956,0.6666666,     34.5
  7.35,     3, 19.67,   225,    41,  6.67,  6.67,29.644444,0.8458646,88.666666
 15.85,     8,  17.6,   375,    97, 10.29,  11.2,    27.44,0.7944915,     94.4
 10.64,     5, 19.06,   293,   110,  9.82,  9.82,33.515358,0.7270471,     80.6
 10.52,     4, 18.93,   322,    37, 10.06, 10.06,31.242236,0.8969359,    89.75
  8.19,     4, 16.88,   310,    58,  7.46,  7.46,24.064516,0.8423913,       92
  8.38,     5, 12.52,   260,    33,  7.87,  7.87,30.269230,0.8873720,     58.6
  1.43,     4, 13.35,    48,   119,  0.83,  0.83,17.291666,0.2874251,    41.75
  6.44,     3, 15.83,   205,    18,  6.16,  6.16,30.048780,0.9192825,74.333333
   4.5,     3, 16.47,   265,     9,  4.12,  4.12,15.547169,0.9671532,91.333333
  6.63,     3, 17.93,   208,    41,  6.18,  6.18,29.711538,0.8353413,       83
  1.74,     2,   8.4,    63,    37,   1.4,   1.4,22.222222,     0.63,       50
  7.53,     3,  19.5,   201,    76,  6.99,  6.99,34.776119,0.7256317,92.333333
  3.18,     2, 14.65,    97,    25,  2.94,  2.94,30.309278,0.7950819,       61
  3.35,     3, 14.73,   106,    63,   2.8,   2.8,26.415094,0.6272189,56.333333
  1.32,     1,  14.7,    38,    11,  1.19,  1.19,31.315789,0.7755102,       49
   2.8,     2, 12.35,    93,    11,  2.69,  2.69,28.924731,0.8942307,       52
  8.69,     4, 17.88,   228,    21,  8.28,  8.28,36.315789,0.9156626,    62.25
 13.19,     5, 16.66,   360,    41, 12.43, 12.43,34.527777,0.8977556,     80.2
  9.83,     3, 18.37,   223,    34,  7.02,  7.02,31.479820,0.8677042,85.666666
  8.83,     4, 15.88,   268,    18,  8.37,  8.37,31.231343,0.9370629,     71.5
 11.58,     5, 15.92,   369,    62,  10.8,  10.8,29.268292,0.8561484,     86.2
  3.09,     3, 13.99,    96,    16,  2.86,  2.86,29.791666,0.8571428,37.333333
  1.13,     1,  18.6,    41,    27,  0.95,  0.95,23.170731,0.6029411,       68
     8,     4, 17.02,   280,    76,  7.35,  7.35,    26.25,0.7865168,       89
 10.32,     4, 18.15,   326,    35,  9.73,  9.73,29.846625,0.9030470,    90.25
  4.11,     2,    17,   142,    22,   3.8,   3.8,26.760563,0.8658536,       82
  9.33,     4, 17.02,   287,    26,  8.86,  8.86,30.871080,0.9169329,    78.25
  4.38,     4, 13.17,   156,    25,   4.1,   4.1,26.282051,0.8618784,    45.25
 10.03,     4, 12.62,   369,    12,  9.47,  9.47,25.663956,0.9685039,    95.25
   8.1,     4, 16.58,   274,    15,  7.57,  7.57,27.627737,0.9480968,    72.25
  5.67,     3, 15.43,   183,    36,  5.29,  5.29,28.907103,0.8356164,       73
  3.83,     3,  14.3,   104,    46,   3.3,   3.3,31.730769,0.6933333,       50
  2.93,     2, 12.45,    97,    13,  2.78,  2.78,28.659793,0.8818181,       55
  8.54,     3, 20.66,   316,    70,  7.77,  7.77,24.588607,0.8186528,128.66666
  3.01,     2, 16.05,   135,    28,  2.75,  2.75,20.370370,0.8282208,     81.5
  3.42,     2, 14.35,   147,    21,  3.08,  3.08,20.952380,    0.875,       84
 13.36,     7,  20.4,   314,    85,  6.44,  6.65,20.509554,0.7869674,     79.8
 12.57,     4,  19.4,   371,    25, 11.99, 11.99,32.318059,0.9368686,       99
 12.92,     7, 16.98,   406,    32, 11.52, 12.43,28.374384,0.9269406,     87.6
 15.15,     5, 19.74,   604,    62, 14.03, 14.03,23.228476,0.9069069,    133.2
 11.12,     5, 15.62,   357,    32, 10.38, 10.38,29.075630,0.9177377,     77.8
  5.39,     6, 12.34,   189,   126,  4.27,  4.27,22.592592,      0.6,       63
  7.17,     6, 16.34,   309,   105,  5.84,  6.01,18.899676,0.7463768,     82.8
 20.04,     9, 16.78,   331,    67,  9.83, 10.76,29.697885,0.8316582,     79.6
  4.12,     4, 13.88,   119,   157,   3.2,   3.2,26.890756,0.4311594,       69
  4.88,     5, 15.34,   169,    74,  4.19,  4.19,24.792899,0.6954732,     48.6
  6.78,     3, 16.23,   201,     6,   6.5,   6.5,32.338308,0.9710144,       69
  5.92,     2, 17.45,   165,     9,  5.66,  5.66,34.303030,0.9482758,       87
  3.07,     2,  15.9,   155,    21,  2.75,  2.75,17.741935,0.8806818,       88
  6.55,     3, 17.97,   197,    34,     6,     6,30.456852,0.8528138,       77
  3.13,     2,  12.2,    88,    28,  2.75,  2.75,    31.25,0.7586206,       58
  1.47,     1,  14.3,    39,     4,   1.4,   1.4,35.897435,0.9069767,       43
